FuelLogID,FuelLogDate,FuelAmount,FuelCost,FuelStation,VehicleID,DriverID
5117,2024-09-04,35.16,248.54,Dor Alon,103,62
5118,2024-09-05,22.65,178.31,Sonol,325,140
5119,2024-09-06,67.89,474.48,Sonol,123,367
5120,2024-09-07,47.61,361.01,Sonol,462,212
5121,2024-09-08,51.25,398.84,Ten,357,76
5122,2024-09-09,44.64,374.42,Dor Alon,239,485
5123,2024-09-10,47.61,388.86,Dor Alon,378,220
5124,2024-09-11,30.97,240.33,Sonol,121,370
5125,2024-09-12,52.75,385.76,Sonol,282,463
5126,2024-09-13,37.26,311.22,Delek,212,268
5127,2024-09-14,31.22,219.06,Dor Alon,243,8
5128,2024-09-15,60.08,508.53,Delek,355,311
5129,2024-09-16,35.42,243.44,Ten,118,108
5130,2024-09-17,48.07,344.91,Sonol,396,252
5131,2024-09-18,20.50,150.60,Ten,127,73
5132,2024-09-19,28.07,215.16,Dor Alon,485,73
5133,2024-09-20,61.93,475.92,Delek,512,257
5134,2024-09-21,47.21,308.45,Paz,48,501
5135,2024-09-22,57.42,404.80,Paz,193,236
5136,2024-09-23,64.94,510.84,Sonol,9,268
5137,2024-09-24,49.84,356.48,Dor Alon,377,67
5138,2024-09-25,55.47,394.25,Ten,472,212
5139,2024-09-26,32.05,219.64,Paz,99,148
5140,2024-09-27,29.65,220.10,Sonol,474,426
5141,2024-09-28,35.08,234.97,Ten,348,101
5142,2024-09-29,20.61,166.60,Delek,33,157
5143,2024-09-30,56.19,378.37,Paz,53,208
5144,2024-10-01,41.81,292.40,Paz,399,242
5145,2024-10-02,25.85,215.54,Sonol,509,248
5146,2024-10-03,20.96,175.44,Dor Alon,62,448
5147,2024-10-04,41.36,327.95,Delek,338,182
5148,2024-10-05,61.93,444.75,Paz,233,313
5149,2024-10-06,44.76,322.27,Paz,29,106
5150,2024-10-07,32.75,246.54,Delek,290,224
5151,2024-10-08,38.16,309.92,Paz,356,164
5152,2024-10-09,62.43,422.02,Paz,417,42
5153,2024-10-10,64.12,537.75,Sonol,500,329
5154,2024-10-11,47.60,318.99,Delek,311,211
5155,2024-10-12,59.25,476.33,Ten,369,370
5156,2024-10-13,46.20,350.67,Delek,91,231
5157,2024-10-14,45.06,359.85,Paz,77,370
5158,2024-10-15,43.33,312.35,Ten,110,194
5159,2024-10-16,43.91,321.27,Sonol,462,361
5160,2024-10-17,23.04,175.18,Paz,271,458
5161,2024-10-18,62.90,433.49,Sonol,202,61
5162,2024-10-19,36.65,253.16,Paz,405,400
5163,2024-10-20,22.95,185.13,Dor Alon,128,257
5164,2024-10-21,45.99,358.03,Ten,152,36
5165,2024-10-22,46.27,335.64,Delek,148,200
5166,2024-10-23,21.60,155.23,Delek,202,256
5167,2024-10-24,57.21,378.16,Dor Alon,113,493
5168,2024-10-25,59.45,399.93,Paz,428,286
5169,2024-10-26,41.54,311.54,Delek,158,225
5170,2024-10-27,42.91,300.21,Dor Alon,492,10
5171,2024-10-28,58.53,464.82,Ten,400,344
5172,2024-10-29,38.22,248.78,Delek,88,476
5173,2024-10-30,23.75,160.70,Dor Alon,239,38
5174,2024-10-31,29.77,217.45,Sonol,28,394
5175,2024-11-01,24.89,210.11,Dor Alon,182,308
5176,2024-11-02,35.67,242.52,Dor Alon,271,132
5177,2024-11-03,53.75,400.52,Sonol,233,513
5178,2024-11-04,26.49,222.21,Paz,20,124
5179,2024-11-05,48.69,333.27,Dor Alon,123,151
5180,2024-11-06,48.77,369.99,Dor Alon,251,490
5181,2024-11-07,40.48,286.83,Paz,57,464
5182,2024-11-08,22.67,150.82,Paz,412,127
5183,2024-11-09,27.85,201.05,Sonol,441,343
5184,2024-11-10,40.36,269.06,Paz,504,132
5185,2024-11-11,34.94,284.48,Sonol,45,213
5186,2024-11-12,67.59,456.37,Dor Alon,119,496
5187,2024-11-13,63.03,454.29,Dor Alon,69,46
5188,2024-11-14,60.89,435.29,Sonol,239,409
5189,2024-11-15,34.44,244.57,Sonol,499,382
5190,2024-11-16,53.11,411.29,Dor Alon,464,134
5191,2024-11-17,69.61,480.45,Ten,512,413
5192,2024-11-18,66.78,452.05,Sonol,198,123
5193,2024-11-19,39.05,318.85,Delek,95,232
5194,2024-11-20,21.61,158.00,Ten,335,131
5195,2024-11-21,66.15,442.15,Paz,289,394
5196,2024-11-22,39.62,271.41,Paz,37,500
5197,2024-11-23,29.10,202.84,Delek,135,505
5198,2024-11-24,41.87,279.50,Paz,414,434
5199,2024-11-25,22.40,171.65,Sonol,301,444
5200,2024-11-26,35.68,254.43,Delek,46,278
5201,2024-11-27,53.36,358.81,Dor Alon,400,335
5202,2024-11-28,65.72,497.62,Paz,241,60
5203,2024-11-29,37.75,301.34,Dor Alon,9,230
5204,2024-11-30,38.93,261.37,Ten,418,483
5205,2024-12-01,21.68,146.25,Dor Alon,163,362
5206,2024-12-02,69.28,480.11,Dor Alon,372,452
5207,2024-12-03,65.79,508.82,Dor Alon,323,325
5208,2024-12-04,27.91,234.06,Paz,437,346
5209,2024-12-05,54.50,424.47,Dor Alon,135,365
5210,2024-12-06,37.11,292.13,Paz,114,455
5211,2024-12-07,51.84,366.74,Dor Alon,87,409
5212,2024-12-08,40.39,342.57,Delek,217,468
5213,2024-12-09,55.76,374.92,Paz,435,421
5214,2024-12-10,66.64,440.76,Ten,335,240
5215,2024-12-11,48.60,410.97,Delek,412,431
5216,2024-12-12,62.14,489.67,Sonol,15,73
5217,2024-12-13,24.94,174.29,Delek,400,114
5218,2024-12-14,30.05,235.23,Ten,251,257
5219,2024-12-15,65.21,476.33,Paz,108,239
5220,2024-12-16,34.14,261.34,Dor Alon,164,110
5221,2024-12-17,55.69,382.06,Ten,488,254
5222,2024-12-18,28.54,197.86,Dor Alon,494,193
5223,2024-12-19,54.71,438.41,Ten,101,38
5224,2024-12-20,60.58,451.98,Delek,127,294
5225,2024-12-21,44.89,346.21,Sonol,171,195
5226,2024-12-22,58.09,457.11,Dor Alon,177,86
5227,2024-12-23,61.18,510.03,Ten,448,291
5228,2024-12-24,38.71,315.88,Dor Alon,127,492
5229,2024-12-25,28.60,229.86,Dor Alon,52,280
5230,2024-12-26,65.84,474.03,Delek,237,14
5231,2024-12-27,51.52,398.16,Ten,411,201
5232,2024-12-28,53.39,440.07,Dor Alon,227,298
5233,2024-12-29,49.19,403.20,Sonol,131,231
5234,2024-12-30,64.45,500.07,Sonol,376,315
5235,2024-12-31,30.41,238.76,Delek,389,130
5236,2025-01-01,40.55,272.80,Sonol,111,222
5237,2025-01-02,49.34,320.93,Delek,32,346
5238,2025-01-03,46.66,303.83,Delek,432,262
5239,2025-01-04,52.65,343.54,Sonol,197,128
5240,2025-01-05,21.51,149.34,Delek,124,135
5241,2025-01-06,69.17,527.13,Paz,476,3
5242,2025-01-07,56.05,442.21,Paz,357,354
5243,2025-01-08,25.13,198.65,Paz,125,59
5244,2025-01-09,45.28,359.73,Dor Alon,290,468
5245,2025-01-10,20.07,131.29,Ten,111,130
5246,2025-01-11,53.63,417.78,Sonol,74,256
5247,2025-01-12,26.94,191.72,Delek,260,274
5248,2025-01-13,60.40,443.05,Dor Alon,67,425
5249,2025-01-14,23.44,192.48,Ten,207,278
5250,2025-01-15,29.77,203.99,Paz,170,139
5251,2025-01-16,40.56,322.69,Ten,463,305
5252,2025-01-17,42.49,335.34,Ten,311,97
5253,2025-01-18,68.04,572.38,Delek,211,21
5254,2025-01-19,34.72,293.39,Delek,51,395
5255,2025-01-20,37.50,262.04,Sonol,219,299
5256,2025-01-21,31.83,241.23,Paz,31,480
5257,2025-01-22,60.66,499.31,Paz,406,377
5258,2025-01-23,52.22,361.87,Paz,223,264
5259,2025-01-24,57.38,468.97,Paz,299,134
5260,2025-01-25,66.27,440.37,Paz,170,279
5261,2025-01-26,66.67,523.33,Sonol,406,77
5262,2025-01-27,69.56,461.23,Dor Alon,451,445
5263,2025-01-28,58.34,480.49,Delek,259,226
5264,2025-01-29,34.73,283.38,Delek,179,260
5265,2025-01-30,32.41,242.59,Sonol,146,441
5266,2024-02-01,31.57,259.53,Paz,220,225
5267,2024-02-02,60.78,459.84,Dor Alon,103,223
5268,2024-02-03,20.37,159.14,Ten,144,158
5269,2024-02-04,51.27,406.66,Sonol,374,465
5270,2024-02-05,47.42,372.11,Ten,190,212
5271,2024-02-06,45.80,324.15,Dor Alon,66,411
5272,2024-02-07,29.53,217.78,Dor Alon,164,215
5273,2024-02-08,68.46,536.42,Paz,426,462
5274,2024-02-09,50.34,400.72,Ten,93,161
5275,2024-02-10,52.38,347.75,Sonol,154,352
5276,2024-02-11,42.33,329.01,Sonol,236,230
5277,2024-02-12,30.41,250.81,Dor Alon,411,343
5278,2024-02-13,55.26,427.83,Ten,220,198
5279,2024-02-14,67.41,481.10,Dor Alon,203,32
5280,2024-02-15,66.02,537.64,Paz,43,6
5281,2024-02-16,36.43,261.88,Dor Alon,198,444
5282,2024-02-17,53.99,363.48,Paz,416,398
5283,2024-02-18,46.33,338.67,Ten,91,317
5284,2024-02-19,47.41,368.63,Ten,420,78
5285,2024-02-20,38.21,282.37,Paz,125,355
5286,2024-02-21,34.53,234.95,Sonol,375,200
5287,2024-02-22,60.23,450.23,Sonol,14,274
5288,2024-02-23,61.86,424.00,Dor Alon,312,12
5289,2024-02-24,68.14,487.26,Delek,291,138
5290,2024-02-25,59.58,437.63,Paz,145,290
5291,2024-02-26,35.53,233.62,Sonol,234,427
5292,2024-02-27,48.77,379.12,Sonol,120,194
5293,2024-02-28,49.41,350.50,Delek,270,409
5294,2024-02-29,54.87,380.91,Ten,487,18
5295,2024-03-01,51.22,351.92,Delek,503,332
5296,2024-03-02,38.95,313.97,Delek,485,488
5297,2024-03-03,37.06,256.93,Paz,130,95
5298,2024-03-04,58.30,451.80,Delek,73,402
5299,2024-03-05,51.83,361.56,Paz,31,423
5300,2024-03-06,38.12,285.77,Paz,314,301
5301,2024-03-07,44.94,381.82,Dor Alon,243,363
5302,2024-03-08,20.43,162.01,Sonol,125,409
5303,2024-03-09,49.85,333.16,Paz,405,362
5304,2024-03-10,55.32,397.06,Sonol,13,312
5305,2024-03-11,48.20,363.98,Ten,36,341
5306,2024-03-12,21.48,148.16,Delek,20,283
5307,2024-03-13,20.47,150.41,Sonol,116,84
5308,2024-03-14,32.92,217.13,Paz,123,367
5309,2024-03-15,67.65,463.05,Ten,402,123
5310,2024-03-16,30.36,249.05,Sonol,508,91
5311,2024-03-17,58.06,453.85,Delek,361,24
5312,2024-03-18,59.51,446.76,Sonol,89,322
5313,2024-03-19,36.41,249.48,Dor Alon,444,271
5314,2024-03-20,51.36,433.44,Sonol,294,226
5315,2024-03-21,66.24,455.47,Ten,394,159
5316,2024-03-22,20.64,149.14,Sonol,82,184
5317,2024-03-23,63.32,487.57,Dor Alon,230,212
5318,2024-03-24,42.57,311.39,Delek,255,483
5319,2024-03-25,42.69,300.72,Delek,456,374
5320,2024-03-26,42.70,360.57,Delek,182,27
5321,2024-03-27,65.40,491.76,Paz,410,215
5322,2024-03-28,28.13,213.68,Paz,316,321
5323,2024-03-29,63.59,496.94,Ten,488,355
5324,2024-03-30,65.86,442.73,Ten,28,238
5325,2024-03-31,65.19,504.96,Sonol,243,266
5326,2024-04-01,27.74,209.92,Delek,487,142
5327,2024-04-02,37.54,280.67,Delek,259,475
5328,2024-04-03,46.81,320.72,Sonol,254,189
5329,2024-04-04,64.86,542.99,Sonol,359,285
5330,2024-04-05,51.25,346.61,Ten,388,506
5331,2024-04-06,24.24,191.62,Delek,27,476
5332,2024-04-07,31.43,208.34,Paz,125,392
5333,2024-04-08,50.91,336.01,Dor Alon,212,222
5334,2024-04-09,58.25,459.59,Dor Alon,488,393
5335,2024-04-10,50.72,406.81,Ten,194,476
5336,2024-04-11,65.07,532.52,Dor Alon,252,86
5337,2024-04-12,52.36,343.40,Delek,470,222
5338,2024-04-13,53.70,434.65,Ten,515,515
5339,2024-04-14,54.41,447.80,Ten,519,342
5340,2024-04-15,55.81,383.65,Ten,444,60
5341,2024-04-16,67.28,488.14,Ten,243,87
5342,2024-04-17,42.99,296.33,Dor Alon,359,46
5343,2024-04-18,60.69,402.29,Delek,347,120
5344,2024-04-19,26.00,177.03,Ten,511,438
5345,2024-04-20,40.76,282.78,Delek,34,93
5346,2024-04-21,46.53,391.43,Delek,213,497
5347,2024-04-22,49.71,357.06,Paz,221,221
5348,2024-04-23,29.78,199.34,Paz,232,41
5349,2024-04-24,57.46,449.00,Ten,50,405
5350,2024-04-25,58.44,440.46,Ten,144,87
5351,2024-04-26,66.28,502.87,Ten,420,115
5352,2024-04-27,56.10,463.22,Delek,74,364
5353,2024-04-28,62.17,486.92,Paz,223,104
5354,2024-04-29,46.51,344.05,Dor Alon,237,69
5355,2024-04-30,43.31,367.77,Dor Alon,160,363
5356,2024-05-01,48.48,369.70,Ten,359,141
5357,2024-05-02,31.73,248.45,Ten,364,326
5358,2024-05-03,69.07,462.52,Sonol,476,78
5359,2024-05-04,38.54,310.93,Ten,334,429
5360,2024-05-05,44.65,361.36,Ten,392,193
5361,2024-05-06,39.30,317.49,Dor Alon,81,9
5362,2024-05-07,26.78,202.93,Delek,141,520
5363,2024-05-08,50.46,354.03,Paz,239,382
5364,2024-05-09,65.52,487.89,Sonol,167,508
5365,2024-05-10,32.54,263.45,Sonol,505,113
5366,2024-05-11,57.22,428.52,Sonol,459,492
5367,2024-05-12,67.62,509.00,Dor Alon,500,359
5368,2024-05-13,63.55,426.43,Sonol,462,230
5369,2024-05-14,69.06,532.59,Sonol,378,112
5370,2024-05-15,53.89,384.13,Paz,254,431
5371,2024-05-16,60.98,483.91,Paz,121,372
5372,2024-05-17,44.72,329.11,Delek,223,486
5373,2024-05-18,50.01,351.55,Delek,11,326
5374,2024-05-19,52.51,363.66,Ten,476,436
5375,2024-05-20,32.83,218.51,Dor Alon,520,113
5376,2024-05-21,34.41,267.20,Delek,63,163
5377,2024-05-22,45.72,307.83,Paz,501,341
5378,2024-05-23,54.72,368.52,Ten,187,445
5379,2024-05-24,23.94,201.77,Ten,229,310
5380,2024-05-25,65.61,483.05,Delek,372,442
5381,2024-05-26,59.29,415.73,Sonol,95,266
5382,2024-05-27,35.51,249.10,Paz,373,117
5383,2024-05-28,21.04,155.60,Ten,79,337
5384,2024-05-29,27.20,198.46,Sonol,412,445
5385,2024-05-30,37.39,246.11,Delek,48,1
5386,2024-05-31,36.17,285.62,Dor Alon,471,110
5387,2024-06-01,45.46,346.12,Delek,244,65
5388,2024-06-02,69.97,513.54,Sonol,137,427
5389,2024-06-03,39.99,285.89,Dor Alon,92,277
5390,2024-06-04,49.28,409.74,Ten,321,71
5391,2024-06-05,59.85,499.85,Delek,360,213
5392,2024-06-06,51.54,353.04,Ten,24,208
5393,2024-06-07,21.13,144.68,Ten,242,192
5394,2024-06-08,21.02,174.26,Delek,27,29
5395,2024-06-09,60.91,459.96,Delek,90,484
5396,2024-06-10,40.41,332.01,Sonol,245,230
5397,2024-06-11,39.91,330.90,Delek,134,493
5398,2024-06-12,69.57,565.11,Dor Alon,193,423
5399,2024-06-13,54.22,430.22,Ten,89,336
5400,2024-06-14,31.55,266.56,Ten,350,15
5401,2024-06-15,48.05,372.07,Sonol,50,279
5402,2024-06-16,34.62,292.14,Ten,489,498
5403,2024-06-17,42.01,334.51,Ten,115,398
5404,2024-06-18,62.42,414.44,Dor Alon,139,98
5405,2024-06-19,45.92,360.53,Dor Alon,494,230
5406,2024-06-20,62.40,428.24,Delek,268,487
5407,2024-06-21,39.67,315.38,Delek,358,426
5408,2024-06-22,20.62,149.62,Dor Alon,184,134
5409,2024-06-23,55.76,404.53,Dor Alon,381,49
5410,2024-06-24,59.33,459.52,Delek,243,176
5411,2024-06-25,22.40,185.16,Dor Alon,311,379
5412,2024-06-26,37.04,266.96,Delek,101,17
5413,2024-06-27,57.14,382.46,Delek,167,129
5414,2024-06-28,63.20,511.68,Paz,202,488
5415,2024-06-29,27.30,201.54,Sonol,459,261
5416,2024-06-30,66.54,483.14,Delek,9,498
5417,2024-07-01,68.13,546.90,Ten,471,434
5418,2024-07-02,54.93,460.30,Ten,308,228
5419,2024-07-03,38.92,304.73,Sonol,254,39
5420,2024-07-04,24.45,167.11,Sonol,437,188
5421,2024-07-05,26.18,215.66,Dor Alon,440,116
5422,2024-07-06,40.08,277.79,Dor Alon,393,304
5423,2024-07-07,35.57,233.57,Sonol,362,408
5424,2024-07-08,37.36,310.18,Ten,303,96
5425,2024-07-09,35.46,263.94,Dor Alon,207,482
5426,2024-07-10,62.32,515.52,Dor Alon,284,182
5427,2024-07-11,39.84,306.28,Delek,182,62
5428,2024-07-12,32.53,212.50,Delek,392,322
5429,2024-07-13,21.39,163.36,Ten,517,181
5430,2024-07-14,63.74,437.26,Delek,278,241
5431,2024-07-15,34.82,288.86,Dor Alon,202,432
5432,2024-07-16,48.06,317.67,Dor Alon,290,342
5433,2024-07-17,61.54,468.04,Delek,149,298
5434,2024-07-18,22.57,167.99,Dor Alon,75,178
5435,2024-07-19,29.39,222.96,Delek,368,318
5436,2024-07-20,36.25,238.34,Delek,180,225
5437,2024-07-21,22.40,186.87,Paz,413,132
5438,2024-07-22,43.14,290.16,Delek,268,463
5439,2024-07-23,47.39,310.68,Paz,29,77
5440,2024-07-24,34.70,239.79,Ten,27,131
5441,2024-07-25,35.66,284.70,Sonol,242,233
5442,2024-07-26,42.75,325.81,Delek,518,82
5443,2024-07-27,22.33,177.26,Paz,49,451
5444,2024-07-28,63.36,436.81,Dor Alon,81,149
5445,2024-07-29,28.69,220.70,Sonol,389,36
5446,2024-07-30,49.96,357.16,Delek,516,481
5447,2024-07-31,34.99,255.23,Delek,105,189
5448,2024-08-01,33.47,228.94,Delek,402,60
5449,2024-08-02,56.44,453.47,Sonol,478,276
5450,2024-08-03,24.62,163.51,Dor Alon,125,200
5451,2024-08-04,23.53,191.95,Delek,382,271
5452,2024-08-05,60.99,402.91,Delek,483,236
5453,2024-08-06,24.77,184.37,Dor Alon,380,289
5454,2024-08-07,30.46,223.31,Ten,425,166
5455,2024-08-08,25.37,184.64,Ten,112,470
5456,2024-08-09,62.82,523.99,Paz,296,168
5457,2024-08-10,25.53,197.78,Dor Alon,439,22
5458,2024-08-11,42.39,290.20,Ten,464,175
5459,2024-08-12,40.24,281.12,Ten,377,371
5460,2024-08-13,39.98,305.14,Delek,219,77
5461,2024-08-14,58.81,492.53,Paz,90,411
5462,2024-08-15,47.39,336.18,Dor Alon,85,177
5463,2024-08-16,27.96,205.40,Sonol,62,385
5464,2024-08-17,50.81,431.17,Dor Alon,429,283
5465,2024-08-18,57.13,373.43,Dor Alon,206,294
5466,2024-08-19,25.42,213.12,Dor Alon,124,297
5467,2024-08-20,29.26,205.92,Ten,58,384
5468,2024-08-21,33.75,260.78,Paz,256,332
5469,2024-08-22,52.52,421.72,Dor Alon,470,8
5470,2024-08-23,47.79,361.89,Dor Alon,446,235
5471,2024-08-24,45.54,332.20,Paz,477,73
5472,2024-08-25,34.74,279.78,Delek,25,325
5473,2024-08-26,28.57,188.69,Ten,7,139
5474,2024-08-27,39.59,272.48,Dor Alon,23,235
5475,2024-08-28,44.21,316.86,Paz,222,95
5476,2024-08-29,35.04,288.12,Delek,477,203
5477,2024-08-30,47.30,311.29,Delek,206,321
5478,2024-08-31,51.31,401.09,Ten,369,137
5479,2024-09-01,45.08,349.46,Paz,43,205
5480,2024-09-02,24.91,178.23,Sonol,310,341
5481,2024-09-03,62.37,407.27,Dor Alon,278,12
5482,2024-09-04,39.31,312.37,Sonol,50,303
5483,2024-09-05,51.78,385.00,Paz,227,47
5484,2024-09-06,65.64,516.27,Sonol,501,151
5485,2024-09-07,65.92,505.85,Sonol,379,399
5486,2024-09-08,52.08,390.59,Sonol,307,108
5487,2024-09-09,37.86,315.61,Sonol,476,400
5488,2024-09-10,65.94,440.85,Paz,414,255
5489,2024-09-11,55.87,434.18,Sonol,59,445
5490,2024-09-12,29.01,244.29,Ten,269,136
5491,2024-09-13,46.97,335.62,Paz,308,303
5492,2024-09-14,56.86,426.59,Paz,239,279
5493,2024-09-15,29.18,240.62,Sonol,3,98
5494,2024-09-16,22.94,168.76,Paz,516,397
5495,2024-09-17,52.67,350.14,Ten,13,510
5496,2024-09-18,34.44,238.46,Paz,504,80
5497,2024-09-19,55.81,428.21,Paz,262,220
5498,2024-09-20,32.58,232.37,Ten,205,213
5499,2024-09-21,30.99,221.51,Ten,92,309
5500,2024-09-22,60.01,455.50,Dor Alon,203,455
5501,2024-09-23,29.48,250.26,Dor Alon,221,211
5502,2024-09-24,24.94,170.19,Paz,467,168
5503,2024-09-25,20.96,165.11,Dor Alon,134,499
5504,2024-09-26,40.99,328.06,Dor Alon,178,325
5505,2024-09-27,38.48,277.55,Delek,98,17
5506,2024-09-28,37.96,285.33,Delek,93,230
5507,2024-09-29,53.33,433.30,Paz,160,336
5508,2024-09-30,41.45,346.87,Delek,176,477
5509,2024-10-01,35.80,276.55,Sonol,410,446
5510,2024-10-02,45.74,371.38,Ten,475,152
5511,2024-10-03,52.66,365.34,Dor Alon,460,226
5512,2024-10-04,62.43,483.95,Paz,61,25
5513,2024-10-05,40.69,266.83,Ten,256,310
5514,2024-10-06,32.13,262.73,Ten,65,3
5515,2024-10-07,25.11,181.80,Delek,3,408
5516,2024-10-08,36.59,254.23,Paz,189,55
5517,2024-10-09,26.13,207.15,Delek,88,267
5518,2024-10-10,47.76,389.19,Paz,251,358
5519,2024-10-11,55.18,378.70,Ten,506,255
5520,2024-10-12,53.98,401.14,Paz,28,459
5521,2024-10-13,34.71,285.68,Delek,262,43
5522,2024-10-14,59.00,460.08,Paz,506,278
5523,2024-10-15,25.77,177.48,Ten,108,218
5524,2024-10-16,56.07,380.29,Dor Alon,408,394
5525,2024-10-17,63.90,486.50,Ten,12,431
5526,2024-10-18,67.96,536.06,Ten,133,360
5527,2024-10-19,47.20,324.91,Paz,237,3
5528,2024-10-20,41.67,320.19,Delek,59,134
5529,2024-10-21,35.24,270.08,Paz,260,308
5530,2024-10-22,38.20,310.35,Paz,55,365
5531,2024-10-23,28.54,197.83,Paz,382,171
5532,2024-10-24,64.18,485.90,Sonol,223,267
5533,2024-10-25,60.21,487.25,Dor Alon,375,342
5534,2024-10-26,23.74,167.13,Dor Alon,150,303
5535,2024-10-27,64.55,546.85,Ten,213,163
5536,2024-10-28,39.58,279.34,Delek,17,329
5537,2024-10-29,55.10,444.37,Dor Alon,9,364
5538,2024-10-30,49.21,392.54,Dor Alon,443,232
5539,2024-10-31,65.24,461.84,Ten,208,312
5540,2024-11-01,37.62,251.79,Delek,409,265
5541,2024-11-02,50.67,405.41,Sonol,348,153
5542,2024-11-03,42.93,305.06,Delek,357,31
5543,2024-11-04,58.11,480.21,Dor Alon,249,352
5544,2024-11-05,59.66,428.04,Paz,469,35
5545,2024-11-06,32.38,269.44,Dor Alon,492,494
5546,2024-11-07,30.04,232.36,Ten,504,506
5547,2024-11-08,20.46,153.39,Sonol,400,479
5548,2024-11-09,63.10,497.20,Ten,394,295
5549,2024-11-10,53.21,442.53,Paz,18,20
5550,2024-11-11,54.90,445.78,Delek,333,189
5551,2024-11-12,32.13,261.11,Ten,145,321
5552,2024-11-13,60.10,479.78,Ten,41,76
5553,2024-11-14,32.73,277.15,Dor Alon,374,436
5554,2024-11-15,45.27,369.07,Delek,389,425
5555,2024-11-16,31.13,232.83,Dor Alon,276,514
5556,2024-11-17,37.83,291.10,Delek,332,499
5557,2024-11-18,32.32,237.31,Ten,492,118
5558,2024-11-19,45.02,359.25,Delek,4,516
5559,2024-11-20,22.49,154.92,Dor Alon,89,296
5560,2024-11-21,22.16,149.29,Ten,34,144
5561,2024-11-22,26.48,200.26,Paz,354,473
5562,2024-11-23,31.95,267.34,Ten,482,304
5563,2024-11-24,37.92,254.68,Delek,45,425
5564,2024-11-25,59.33,497.00,Paz,264,440
5565,2024-11-26,34.99,248.19,Sonol,444,357
5566,2024-11-27,39.47,280.23,Sonol,233,262
5567,2024-11-28,39.13,319.71,Paz,169,384
5568,2024-11-29,45.25,295.51,Ten,498,77
5569,2024-11-30,26.30,176.13,Dor Alon,446,458
5570,2024-12-01,45.90,344.99,Sonol,325,131
5571,2024-12-02,45.24,355.45,Paz,327,360
5572,2024-12-03,51.71,405.63,Paz,318,24
5573,2024-12-04,57.13,392.67,Paz,424,34
5574,2024-12-05,22.88,161.23,Paz,339,167
5575,2024-12-06,48.12,358.92,Ten,71,402
5576,2024-12-07,22.91,180.57,Paz,386,167
5577,2024-12-08,31.41,211.08,Dor Alon,208,470
5578,2024-12-09,26.27,202.17,Sonol,384,63
5579,2024-12-10,55.66,455.26,Paz,216,438
5580,2024-12-11,65.14,439.29,Paz,176,121
5581,2024-12-12,48.13,346.51,Paz,87,67
5582,2024-12-13,34.37,224.70,Sonol,350,186
5583,2024-12-14,59.80,450.75,Delek,170,181
5584,2024-12-15,50.18,426.08,Dor Alon,29,121
5585,2024-12-16,62.31,502.15,Paz,37,223
5586,2024-12-17,51.63,385.42,Delek,285,216
5587,2024-12-18,58.82,390.70,Ten,464,221
5588,2024-12-19,50.53,375.33,Paz,34,209
5589,2024-12-20,48.27,400.43,Sonol,270,77
5590,2024-12-21,37.92,267.13,Paz,468,472
5591,2024-12-22,38.85,269.42,Ten,276,471
5592,2024-12-23,21.98,186.79,Sonol,78,182
5593,2024-12-24,43.69,332.28,Paz,100,344
5594,2024-12-25,48.85,370.41,Delek,151,260
5595,2024-12-26,59.13,436.60,Sonol,68,36
5596,2024-12-27,29.62,234.49,Paz,204,11
5597,2024-12-28,31.57,255.46,Paz,495,432
5598,2024-12-29,56.31,372.27,Sonol,13,310
5599,2024-12-30,44.87,373.12,Dor Alon,91,15
5600,2024-12-31,28.14,199.35,Ten,301,446
5601,2025-01-01,39.95,270.77,Dor Alon,102,111
5602,2025-01-02,34.92,284.98,Ten,327,134
5603,2025-01-03,27.46,208.99,Paz,133,328
5604,2025-01-04,44.59,368.20,Ten,75,201
5605,2025-01-05,48.54,327.47,Ten,282,377
5606,2025-01-06,35.87,240.01,Delek,205,60
5607,2025-01-07,33.64,280.06,Ten,128,451
5608,2025-01-08,44.61,374.33,Delek,42,268
5609,2025-01-09,24.32,190.35,Ten,114,326
5610,2025-01-10,55.90,444.97,Ten,392,475
5611,2025-01-11,67.88,477.16,Dor Alon,148,299
5612,2025-01-12,58.29,430.33,Dor Alon,305,290
5613,2025-01-13,54.13,430.22,Paz,56,282
5614,2025-01-14,26.82,210.30,Paz,511,229
5615,2025-01-15,43.24,318.62,Dor Alon,132,445
5616,2025-01-16,56.31,409.82,Delek,111,487
5617,2025-01-17,58.68,419.57,Delek,474,257
5618,2025-01-18,62.70,517.01,Sonol,177,35
5619,2025-01-19,36.61,285.78,Paz,69,152
5620,2025-01-20,27.51,194.39,Dor Alon,354,294
5621,2025-01-21,68.63,573.81,Dor Alon,452,331
5622,2025-01-22,53.13,380.31,Dor Alon,408,139
5623,2025-01-23,32.63,250.79,Delek,156,171
5624,2025-01-24,38.35,268.13,Sonol,50,318
5625,2025-01-25,62.30,475.02,Sonol,118,414
5626,2025-01-26,69.62,560.80,Sonol,46,139
5627,2025-01-27,67.04,536.64,Delek,452,115
5628,2025-01-28,46.60,327.87,Paz,216,266
5629,2025-01-29,42.68,282.14,Sonol,457,510
5630,2025-01-30,45.51,324.72,Ten,489,465
5631,2024-02-01,46.40,381.53,Ten,58,8
5632,2024-02-02,59.42,415.39,Dor Alon,500,520
5633,2024-02-03,57.42,485.59,Paz,242,148
5634,2024-02-04,46.44,375.17,Sonol,402,9
5635,2024-02-05,43.65,368.22,Sonol,395,414
5636,2024-02-06,25.36,169.92,Sonol,202,453
